Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
5.8305883,0.0068879686,1324.9565,132.49565,5708922.0,3246771.8,-54146.195,51078.06,39610.418,127103.14,-2929.1052,53948.184,39110.023,127271.805,-2051.782,68.98783,41.748734,214.34274,-4.4210277,0.2695397,4.791331,53.211422,-129.4165,-1.0127628,0.7253073,2.0,-7.387122,2.0387757,0.00034789415,335.62905254642254,415.8589709357764,389.5708742748774,120000,359585,0,339.362567447999,60.30289529002039,6.948034289991483,406.6134970280109,12492.665622935689,29
1.5516142,0.0067829015,1008.1344,100.81344,5030251.0,1805732.2,-45459.223,42913.64,31608.59,131928.16,-1735.8424,45450.656,31404.941,133988.72,-1643.3328,66.213196,38.705536,232.26053,-14.753845,0.48184428,4.4210734,60.500263,-118.98255,-0.9570353,0.7269415,2.0,-7.117043,3.4056191,0.003389839,321.87011394914646,497.47738464555425,472.0060490551195,124000,364991,0,340.92039077496156,65.28943890001392,7.436847911041696,413.6466775860172,12907.068579751765,30
2.7222514,0.008133481,1048.8666,104.88666,3677146.5,1571899.1,-49167.45,45855.89,33376.082,114467.89,-1294.7445,49199.71,33125.758,119132.984,-1501.0546,66.677925,38.95919,221.79453,-6.7735796,0.47708917,4.630113,59.256462,-198.4555,-1.0164986,0.7183108,2.0,-5.3401504,4.501303,0.0053416914,241.4944022174307,233.51848812935012,219.22525892842668,128000,370308,0,341.11425417801365,66.04471537598874,7.449555172002874,414.60852472600527,13315.391792887705,31
5.8282537,0.0085915895,1826.8867,182.68867,4287431.0,1615803.0,-39489.277,37266.113,37772.434,142684.27,-1332.6786,39615.97,38561.887,145908.39,-1350.1136,61.761623,35.568317,216.9643,-10.068535,0.31018052,3.9713078,47.525177,-96.24682,-0.98582304,0.7202187,2.0,-5.132253,3.656578,0.0006710282,301.86220478649193,332.8900361264724,364.0774263009184,132000,375669,0,342.48353035200853,59.759613919013645,7.2709400249877945,409.51408429600997,13727.878528307716,32
5.3799124,0.025357971,2544.5361,254.45361,4580542.0,3927285.2,-56947.023,53343.633,47654.42,135254.34,-1234.6536,56234.41,47924.504,136641.42,-1590.6744,68.93969,38.534252,230.42758,-6.2993712,0.4193887,4.538508,50.612568,-70.46982,-1.0458437,0.7274467,2.0,-5.945051,4.3879204,0.0020014853,299.39642560970026,307.7682457740381,282.45061413985957,136000,381010,0,342.3934969509719,62.732627630990464,7.202273764007259,412.3283983459696,14139.820147571736,33
6.116452,0.007870888,1995.8745,199.58745,3439621.8,1866457.5,-43864.562,41351.33,45170.805,158647.44,-957.18994,44182.836,46228.89,160654.48,-1246.5277,60.493652,36.903854,237.15465,-14.491537,0.4190424,4.0151815,50.839325,-64.90253,-0.9633835,0.6961484,2.0,-6.9184413,4.494687,0.004409664,328.81309666313854,369.0691190419317,376.0689493588235,140000,386232,0,344.0619617229677,62.34644891199423,6.915459568030201,413.3238702029921,14554.605265378777,34
5.1301084,0.017036894,1929.587,192.95871,5818662.5,2876758.8,-60846.957,57016.426,49897.586,144290.61,-947.4473,60534.45,50130.51,145873.4,-1302.8037,67.33886,39.152813,225.5772,-10.507153,0.6106855,4.303221,58.268425,-54.014557,-1.0365183,0.7479596,2.0,-7.7339206,6.349402,0.010078902,387.9405573604437,361.92766536810717,385.75167126411776,144000,391759,0,342.16334490897134,63.80776881502243,7.4125269910437055,413.3836407150375,14969.86235186091,35
8.321429,0.0012944138,3141.9695,314.19696,3044125.0,1158784.2,-28634.295,26659.486,36211.29,146369.77,-1101.5426,28535.13,37306.266,148084.19,-1483.3594,53.7848,34.877853,218.383,-14.625767,0.45234957,3.5029387,50.25525,-75.91479,-0.94037724,0.66983056,2.0,-6.0778275,6.7298737,0.0024238727,416.01573221038024,314.1774212653848,353.7771734495907,148000,397303,0,342.8405267630005,65.68138879304752,7.459348132950254,415.9812636889983,15385.646094385884,36
6.5637236,0.011800053,2447.226,244.72261,3723960.8,1908332.9,-49544.79,46528.992,46454.246,133110.0,-1813.7119,49574.9,47235.914,134746.33,-1675.2302,59.970337,37.689346,227.76877,-13.743366,0.58324695,3.9564528,58.914955,-47.011543,-0.9989966,0.7434466,2.0,-6.4087467,6.4938135,0.002596877,412.4527116100379,402.61359480446924,400.9904356823805,152000,402895,0,343.73738468199736,65.48437189002289,7.559388481895439,416.7811450539157,15803.166135442909,37
4.686082,0.009321612,3443.241,344.3241,2499540.5,1279203.2,-30894.701,28857.102,37321.16,120592.16,-2154.477,30858.754,38061.953,121492.87,-1837.8635,54.03772,35.180435,223.99588,-10.268516,0.31848556,3.6868804,52.263966,-67.095215,-1.0226755,0.684008,2.0,-6.7500043,4.6568747,0.00022826731,186.89513151142236,164.66088337217644,216.8252647198038,156000,408342,0,340.6394882359891,66.22334584698547,7.343318356957752,414.20615243993234,16210.387898198736,38
3.034514,0.042357616,7743.904,774.3904,6987649.0,1990643.8,-14155.108,13517.764,20008.4,77193.42,-900.56177,14510.533,20699.566,79058.734,-996.5128,40.076187,30.529291,211.91904,-13.526071,0.26934206,2.9176118,44.014153,-82.30631,-0.8488283,0.5806081,2.0,-5.7481813,9.909754,0.05849915,275.9706944155659,262.61463795669675,222.97437321558752,160000,413518,0,341.5335672569927,59.23929065297125,6.987569249060471,407.7604271590244,16621.359889979765,39
10.754343,0.021392528,12131.656,1213.1656,10021428.0,4727985.5,-38602.145,36221.883,59555.633,213158.97,-1586.4067,38466.008,61550.543,217089.33,-1730.4487,50.75225,37.222324,219.45404,-14.021099,0.2683459,3.568662,48.84298,-59.46697,-0.8874297,0.66188985,2.0,-6.109033,21.258083,0.008947706,320.7538570794438,392.4260472648364,324.4959366824592,164000,418720,0,341.0991539020324,62.45300405198941,7.048886285047047,410.60104423906887,17033.388061220816,40
13.688579,3.4748615e-07,13868.592,1386.8593,5378240.5,1947191.8,-31510.238,29477.875,60458.05,219406.25,-1501.651,31330.865,62460.402,222965.22,-3153.8445,42.483818,33.96666,224.06189,-15.990002,0.4442794,3.2650502,55.05395,-53.238873,-0.82921827,0.57560915,2.0,-5.0065737,15.088626,6.1861306e-06,250.32822219076192,308.80842934123626,285.1821502795373,168000,423943,0,342.4018303609919,63.879060920968186,6.973627214902081,413.25451849686215,17444.447810903715,41
11.751364,8.8927576e-05,11751.226,1175.1226,6250940.0,3614305.0,-53693.58,50922.375,82750.484,276981.7,-3087.3157,53146.23,84152.2,280969.78,-3910.0442,58.149605,39.81734,238.37166,-13.427084,0.45345232,3.8477714,61.101494,-63.794678,-0.94318545,0.65605515,2.0,-10.305227,18.73744,0.002848473,309.4044784203256,429.9198458187229,349.90588030231635,172000,429158,0,342.4645060740295,61.686437009018846,7.008866726071574,411.1598098091199,17859.955765035702,42
26.83031,0.002904659,32190.44,3219.044,4328008.0,1875424.0,-16479.484,15116.256,35197.45,169712.86,-3873.237,16373.146,37048.31,173959.72,-3227.6726,38.422905,31.684734,204.58972,-14.453702,0.37247428,2.7451868,40.953968,-44.83314,-0.7132118,0.5338673,2.0,-5.7203546,17.490484,0.016565423,342.21761825548737,434.0602127682357,395.8784323521441,176000,434564,0,341.4296706930036,66.03353694296675,7.621954158006702,415.085161793977,18274.902892420592,43
5.4615703,0.0044877427,28981.605,2898.1606,22540220.0,15404198.0,-106511.48,99454.49,124341.26,498508.38,-3072.1028,105022.19,127008.87,506909.38,-9516.473,68.80018,45.03587,234.32236,-15.992831,0.49225914,4.546247,68.24501,-63.046806,-1.0540107,0.8074375,2.0,-6.5490646,26.624771,0.0139871,305.76930387188975,334.2497388015969,315.03889922711164,180000,439949,0,338.2538647449692,65.89723150798818,7.3736975830979645,411.5247938360553,18684.80319709773,44
33.048588,0.08694601,57342.52,5734.252,30410316.0,19921952.0,-125317.67,115646.72,191880.03,662211.56,-6643.2163,126813.61,202877.36,685890.94,-10495.876,66.088036,52.857986,247.62216,-11.16292,0.2987264,5.119847,79.03394,-73.9447,-0.9629808,0.8559505,2.0,-8.169705,20.086481,0.0012703892,323.9514443364409,326.92367459708277,292.90434868482123,184000,445242,0,342.2433001019526,64.27222986100242,7.2129347390145995,413.72846470196964,19098.066578431637,45
6.697483,0.023594866,74867.34,7486.7344,72832190.0,23776038.0,-136753.53,126756.85,197950.17,649732.6,-5113.666,136063.56,206661.0,655775.3,-6996.5874,64.97948,50.78547,244.02435,-11.358385,0.35706687,5.1482253,75.11035,-120.64424,-0.98166287,0.8640673,2.0,-7.54209,38.169804,0.0009762995,312.9970120064911,316.8768730307903,325.7348430744911,188000,450493,0,342.76534715795424,63.807877593964804,7.0398600560147315,413.6130848079338,19512.357599702547,46
63.889904,0.013462712,113053.28,11305.328,31438434.0,11468212.0,-92559.2,85039.93,159959.45,777349.8,-4258.4683,92533.08,167359.1,789906.44,-3919.0112,63.65318,49.39675,231.51181,-7.627962,0.6592598,4.894032,102.85165,-83.80385,-0.95323426,0.8409425,2.0,-7.309372,11.555136,1.4457905e-07,255.91209758781147,333.97487183424863,314.48722429500106,192000,455809,0,342.1644775290042,64.4856368949986,7.301519610162359,413.9516340341652,19922.491651212506,47
8.259785,2.3213573e-08,31555.842,3155.5842,128677976.0,51236080.0,-307219.12,285745.2,364001.66,1186759.2,-12620.836,306205.66,374440.6,1186721.9,-12497.623,94.01265,47.465786,274.03998,-3.8593912,0.6760856,7.123498,97.8174,-127.86983,-1.3813577,1.1432304,2.0,-12.158829,9.721689,2.216931e-08,360.3601871926074,379.08187450112564,402.56127181748906,196000,461075,0,339.9245013020118,60.668549333000556,6.979702020937111,407.57275265594944,20333.158506211475,48
20.280956,2.6640247e-08,15491.619,1549.162,83716140.0,29274908.0,-180825.92,169245.55,216748.25,876525.9,-8267.6,180075.48,222726.88,884439.8,-12088.445,94.148735,42.234196,239.81464,-5.073511,0.8602369,6.2228284,99.6841,-101.41091,-1.2554988,1.107004,2.0,-8.492308,16.57846,2.4015709e-08,399.07063217198436,358.4250170960938,399.1996030707981,200000,466393,0,341.5281328649726,63.762855869019404,7.006004203110933,412.2969929371029,20747.273537992616,49
22.7341,8.4816305e-09,21421.02,2142.102,73976616.0,24351396.0,-180702.27,169713.83,208174.95,716750.56,-6152.7515,180188.61,212948.7,725255.9,-7778.7505,92.70511,42.493862,246.40654,-2.7323983,0.79449654,6.0707893,113.80846,-130.63487,-1.2474729,1.0611506,2.0,-11.11795,37.672558,3.4590655e-09,343.9081768377104,327.4139060968331,316.2259207491753,204000,471869,0,342.7132045450271,65.58154174301308,7.2687508498784155,415.5634971379186,21164.065200772427,50
8.220002,6.292641e-09,76756.09,7675.6094,29453568.0,12075014.0,-64457.953,59378.7,124320.625,624037.5,-3261.7148,64703.03,130535.54,634194.3,-3943.4854,74.53766,40.049744,225.41045,-1.9928718,0.13129218,5.2996755,95.40332,-93.46073,-0.8705759,0.8866177,2.0,-12.126562,17.278513,0.00012831457,328.6410671006808,356.03820600584766,397.0698633515656,208000,477262,0,340.9808164139977,66.80989618803142,7.434587713913061,415.22530031594215,21576.697654997406,51
30.073812,3.5210554e-08,26151.164,2615.1165,159974990.0,52425504.0,-252775.27,235636.4,296330.34,1014470.4,-11246.447,252611.62,305143.3,1026771.1,-9844.169,98.116035,45.731544,260.9473,-4.2052536,1.1394556,6.8148465,123.57624,-105.170456,-1.4064392,1.1489366,2.0,-12.811731,18.710007,5.3473155e-08,369.502794419513,426.94600380359464,398.6523324727584,212000,482710,0,341.45783345599193,64.2192758420133,7.366128485125955,413.0432377831312,21989.905203635513,52
27.731924,0.0015257472,39660.797,3966.0798,42468100.0,19724440.0,-100381.766,92993.83,174800.3,871182.4,-5842.4414,99667.25,180432.88,877874.44,-2357.801,79.763275,43.774063,251.59625,-2.7779777,0.8229022,5.4601707,125.034676,-86.66588,-1.09485,1.0157622,2.0,-8.257216,14.797676,2.4213412e-06,349.9241401480588,414.4702380913284,414.17782844587543,216000,488257,0,340.37164817698067,64.38381060899701,7.464538055937737,412.2199968419154,22402.408986569382,53
4.6107416,1.982266e-08,36945.953,3694.5955,79798130.0,31725100.0,-152871.23,142924.19,203560.61,697327.4,-4296.9478,154286.73,210193.25,703446.06,-4342.1846,89.32179,48.507786,259.2695,-7.7196836,0.67037165,6.186378,96.48796,-91.73875,-1.2621907,1.0700992,2.0,-10.03974,9.102847,2.5288542e-09,324.6207259966775,391.2531675990006,381.55728466140295,220000,493887,0,341.93951606197516,64.66701576003106,7.558589236927219,414.16512105893344,22815.250457050395,54
5.0961695,1.94566e-09,17876.969,1787.6969,84853710.0,28735252.0,-184400.31,172849.88,216128.66,700912.3,-5938.856,184827.11,221247.56,706997.5,-3281.507,90.18584,47.75309,257.5693,-5.7746925,0.6471239,6.3603997,96.28273,-115.594894,-1.2617445,1.0752544,2.0,-12.471936,10.3722725,1.5270881e-09,363.0813596675837,518.5703747900845,454.37333413679113,224000,499285,0,341.5389698279905,63.34378872299567,7.188116887933575,412.07087543891976,23228.344194137375,55
7.0437074,2.410815e-09,13616.944,1361.6945,85211180.0,38290180.0,-193137.25,182583.62,212298.02,691738.5,-4416.6035,193332.69,216043.44,693881.75,-3855.78,97.43753,47.052505,279.345,-2.8870919,0.50638443,6.7619033,99.75949,-118.936874,-1.4496725,1.13882,2.0,-11.797178,10.146547,3.0899844e-08,313.32139938555366,432.3051855462629,399.9404662900113,228000,504737,0,340.5499671329744,64.3672352739959,7.25933754700236,412.1765399539727,23638.202265864413,56
5.3503466,0.0008013241,73589.95,7358.9956,55956780.0,15133368.0,-79903.086,75594.0,131719.42,420490.84,-2352.3562,80080.164,135897.3,422746.97,-5173.8003,61.9317,50.850048,246.45314,-8.448698,0.23464954,5.0301275,106.19708,-76.81962,-0.96511024,0.9282984,2.0,-9.641979,7.9183183,5.6655317e-08,297.1093479237483,215.4201665590261,275.51939028642335,232000,510240,0,340.83442602097057,62.04906555899652,7.229725235956721,410.1132168159238,24046.314993092325,57
8.079104,0.0014105879,51454.074,5145.4077,64086024.0,33275710.0,-129768.89,122090.65,168596.0,649741.8,-3025.638,128967.99,172899.78,664995.7,-1894.4111,80.86467,56.819534,250.83527,-8.57202,0.13643548,6.712632,108.0715,-124.943695,-1.1039524,1.0348103,2.0,-9.98888,14.717542,7.2582838e-09,250.90844140950549,449.51176350406917,459.618090570921,236000,515350,0,340.671568766993,60.04891463898821,6.5255678510293365,407.24605125701055,24455.61439162132,58
13.1114025,3.1595822e-09,86760.19,8676.019,13511823.0,7824279.0,-33956.426,31725.08,79689.73,463436.47,-1899.0144,34495.676,84683.72,473719.3,-3645.7954,47.165543,47.213337,233.8572,-10.807036,0.321959,4.101804,97.493805,-86.11219,-0.8493127,0.76941276,2.0,-9.722767,65.71416,6.5195934e-07,178.62653770770171,122.31828273865428,113.24012149470683,240000,520775,0,339.73071660404094,62.10271488298895,7.2115936310146935,409.0450251180446,24859.27355947724,59
89.35565,4.1345437e-08,414682.7,41468.27,4015473.2,2083126.4,-19133.232,17525.883,76999.1,438953.38,-2456.845,19083.648,80729.195,443106.4,-2809.6277,11.477789,38.95836,249.55212,-16.396976,0.046624746,2.9629183,81.35122,-87.55884,-0.51507866,0.56597656,2.0,-9.380891,28.311481,3.3248778e-08,213.55997958855966,386.976124576616,377.1203928759932,244000,526005,0,341.75230328098405,56.71783277799841,7.082472900918219,405.5526089599007,25269.618094347243,60
73.2068,7.9361175e-09,187624.45,18762.445,794334.75,257117.1,-3046.8386,2732.9717,7666.664,58649.246,-2818.2737,3057.9292,8246.817,62672.086,-985.11536,14.461443,28.843271,177.53838,-16.236935,0.2562148,1.863572,19.157576,-32.70076,-0.5247468,0.45095092,2.0,-4.709093,130.63582,2.5202518e-09,239.18898839702186,187.27281753048575,175.815721107535,248000,531313,0,341.63405210897326,61.509659720992204,7.044875172025058,410.1885870019905,25679.528833182238,61
44.147774,3.050672e-08,451557.5,45155.75,1303591.6,479580.2,-7308.095,6694.2217,21722.746,134012.9,-492.08173,7399.171,23089.166,137968.47,-702.54865,12.5455475,34.394047,233.49312,-16.256943,0.212547,2.1621594,61.870193,-69.372,-0.4683401,0.4756436,2.0,-7.3868732,84.59878,4.2065245e-09,146.95572121884408,160.94536888405003,154.65664479980245,252000,536569,0,341.1618314709631,61.23234950797632,7.026581167127006,409.4207621460664,26085.018745906244,62
135.0458,1.6947714e-08,796668.6,79666.87,12913241.0,5468631.5,-15502.413,14697.167,62112.605,352182.3,-622.5073,15496.606,64524.293,359592.34,-760.98096,7.293181,36.360092,259.08688,-19.67637,0.10583028,2.6809456,107.23188,-98.858765,-0.39238122,0.5009036,2.0,-10.15051,45.316383,5.788387e-09,218.81516744824077,294.43579710031463,247.01363098520244,256000,541839,0,341.0916681989911,57.301962714002,7.051471613056492,405.4451025260496,26496.145832700247,63
87.8169,3.7113232e-09,772069.6,77206.96,17754628.0,5606468.0,-18852.602,18036.7,74181.18,394603.22,-946.6403,18844.383,76433.78,398048.7,-1116.997,13.573657,38.091686,313.0379,-15.751167,0.3091642,2.8649945,79.101814,-118.4768,-0.4015247,0.4985534,2.0,-12.725888,24.556284,1.6224824e-09,200.20607140445156,300.6281430700738,298.3817241208178,260000,547123,0,343.12368084699847,62.98480462201405,7.217600160103757,413.3260856291163,26907.51411848335,64
12.840846,3.5786394e-07,361499.44,36149.945,12666768.0,10790533.0,-35966.047,33514.242,97738.99,392185.88,-1782.0795,36271.73,102426.79,397863.84,-1129.6736,27.873177,52.276123,271.5876,-13.923454,0.59145015,5.8222756,187.22876,-132.47142,-0.5128958,0.6890789,2.0,-14.166339,24.763266,1.1326585e-08,346.51614027567405,456.77130902942946,416.18503885287714,264000,552359,0,342.7111661840463,61.02693938999437,7.137335214938503,410.8754407889792,27322.924230202392,65
15.458377,1.0947789e-08,26216.04,2621.604,47180704.0,17959738.0,-91892.03,86662.375,141926.06,532548.8,-1756.2891,90960.86,144754.56,533532.7,-2194.041,98.37811,43.472374,265.14023,0.08068013,0.07645888,8.058591,194.42072,-231.39963,-0.8113516,0.8665765,2.0,-11.213201,6.452384,3.6044359e-09,380.2314520117983,359.8050335112196,376.23693703234926,268000,557717,0,342.341191273008,65.56212638696888,7.2184059339924715,415.12172359396936,27740.04001646448,66
7.781237,4.75816e-09,6027.2793,602.72797,72398580.0,21908186.0,-159609.81,151601.0,121857.14,460757.3,-6566.1333,160083.4,122327.414,465411.97,-7506.9673,95.99525,45.889782,242.11041,-3.8878622,-0.029198432,7.5527835,120.01645,-123.059975,-1.2334552,1.0864265,2.0,-14.272152,8.690016,6.019595e-09,350.72651191803186,382.4122988303969,385.33353463536235,272000,563377,0,340.7718330240459,67.55661166697973,7.914954864885658,416.2433995559113,28153.712407422427,67
11.359126,5.962842e-06,7399.5254,739.9526,49421630.0,15145670.0,-109851.17,103915.55,104142.3,442049.56,-6610.179,109277.66,104946.39,447646.2,-5557.782,89.05905,45.524796,293.94403,-4.9209967,-0.009362308,6.326233,129.67978,-116.796524,-1.3129914,1.1645087,2.0,-20.0,10.015875,9.711837e-09,287.0063044792092,355.8650921922986,315.54005957634865,276000,568704,0,341.5400388719863,64.98617348604603,7.099580459005665,413.625792817038,28564.92012286838,68
5.5627966,1.0006795e-08,6930.2793,693.02795,41421000.0,11631342.0,-67507.11,63550.82,59313.008,253336.94,-4038.6309,67390.56,60352.758,250064.61,-6371.532,81.011024,44.502274,235.23358,-6.0612755,0.18508792,5.7114215,136.78345,-75.36517,-1.1796026,0.9356055,2.0,-11.215616,11.074739,6.448128e-09,299.10712664635594,332.6591172209788,309.04109291576975,280000,574043,0,342.6972593450337,62.56901149399346,7.155404221091885,412.421675060119,28978.71682552056,69
12.151007,8.82882e-09,37276.78,3727.6782,47468244.0,12873666.0,-73706.87,69963.47,74558.14,282460.03,-3684.866,74555.12,75955.336,278432.72,-3789.3223,82.06465,44.73066,243.17506,-7.9953966,-0.025545457,5.7864985,129.63313,-80.873024,-1.0296782,0.8667432,2.0,-9.6927395,13.422859,1.1516723e-08,343.92713139658497,340.8262304273357,425.7757470366711,284000,579388,0,341.98063861299306,63.94430014002137,7.203201209951658,413.1281399629661,29391.19343551155,70
12.393516,3.990423e-09,8615.955,861.5955,47666836.0,15926706.0,-108776.93,102430.984,104614.664,493624.38,-4127.9565,109311.01,105768.95,498945.44,-9309.548,92.46809,43.14419,257.808,-9.222792,0.12044905,6.2961574,116.643776,-79.30259,-1.1658334,0.9729571,2.0,-12.72501,19.022427,7.61447e-09,342.50488238372856,378.0156876258222,413.08536668186156,288000,584730,0,342.5217532349634,63.292775860987604,7.105429894931149,412.91995899088215,29804.508720141486,71
111.20793,3.2195135e-06,72715.02,7271.5024,37068944.0,13032867.0,-90121.92,84641.875,78759.04,281664.44,-2733.1763,90251.9,80724.664,293296.84,-3232.476,80.8195,44.704773,262.37433,-8.021283,0.10385889,5.302003,124.6541,-130.42392,-1.1679502,1.0034772,2.0,-15.602885,17.808798,7.2803354e-09,273.21060489526076,334.92925460827826,322.4232709624878,292000,590259,0,340.8412951710052,63.688696238037664,7.329007382970303,411.85899879201315,30213.63650800544,72
36.601425,9.326379e-09,45860.51,4586.0513,17457130.0,6989278.5,-62652.402,59291.156,103503.06,551606.4,-5709.419,62575.42,106044.14,543869.9,-10630.692,69.99192,40.064236,256.67212,-11.541571,0.24840511,4.7914553,103.21734,-104.540436,-1.0885285,0.8654994,2.0,-10.238405,19.2392,0.003568239,258.06066860830134,377.2108262343049,347.46425909355236,296000,595627,0,342.06075638200855,60.9583135569701,7.039708799042273,410.0587787380209,30624.61726162053,73
12.6696,4.655945e-09,25940.719,2594.072,31234620.0,12258466.0,-123525.12,116781.72,138692.86,553464.6,-5672.344,124124.76,141767.11,554062.6,-11330.457,88.08749,46.449524,255.68839,-11.648203,-0.030639485,6.665585,145.67635,-161.61107,-1.236806,0.9788593,2.0,-12.526879,12.499819,2.3089473e-09,118.56663635949371,119.66098071548822,99.78678374076604,300000,601023,0,342.5345881609828,61.88202642800752,7.4112340430147015,411.82784863200504,31029.25335031154,74
9.079192,3.5741359e-09,9157.781,915.77814,186633600.0,58285932.0,-152786.5,144482.97,119062.336,457540.94,-6195.6816,150682.64,119686.83,455127.4,-7457.6943,96.37329,44.292393,245.61348,-7.5810184,-0.24881849,6.605582,129.49551,-140.71698,-1.3036718,1.0535197,2.0,-10.761381,19.859818,3.2874297e-09,389.3769115225375,453.98563922910006,449.90057503580346,304000,606123,0,341.18270310602384,54.6918165050447,6.61598053999478,402.4905001510633,31443.642595082638,75
24.896935,1.04594005e-08,35102.004,3510.2004,38070236.0,17494820.0,-99678.21,94440.57,116828.85,427185.8,-4855.7417,99875.5,119027.9,433193.97,-4876.9985,76.65994,42.728664,247.13838,-7.1443033,0.45501778,5.3273125,143.21222,-64.42023,-1.256624,0.8987894,2.0,-10.190696,20.514816,4.7676108e-09,389.3428639669157,409.2274239044902,360.1373707711843,308000,611560,0,341.0505641149939,66.5896470140433,7.522943973017391,415.1631551020546,31858.201071490592,76
13.722137,6.816274e-09,46757.93,4675.793,32690692.0,12659819.0,-101775.81,96385.5,119244.164,443668.78,-6413.82,101436.6,121636.94,448056.47,-7968.1597,74.1174,44.587803,259.45117,-11.828238,-0.021030582,5.009854,158.54172,-75.92628,-1.2142959,0.9137106,2.0,-9.932989,21.886889,1.8414479e-09,355.37819811942813,373.27100313587647,356.2646834987742,312000,617009,0,339.8412999670254,65.98572067602072,7.566677357885055,413.3936980009312,32271.217524072563,77
6.8442945,2.7333158e-09,49684.87,4968.4873,56836664.0,19075578.0,-124963.13,117978.0,133106.58,543297.44,-3717.2273,125317.54,136390.16,545397.9,-7178.8467,80.689514,49.056538,254.70587,-9.785,0.12266987,5.966282,165.74002,-78.22403,-1.2955643,1.0293025,2.0,-12.601945,23.215748,2.0718645e-08,314.4064217679082,354.08564106284194,396.7177373584563,316000,622360,0,341.5456202990026,65.60880313900998,7.246029454981908,414.4004528929945,32683.87729801453,78
5.877852,0.002195988,56244.92,5624.492,20857432.0,8173600.0,-59262.816,55800.51,95507.23,467067.0,-8815.366,59285.086,98506.41,462687.03,-6775.4873,62.750744,41.21593,258.3845,-13.101672,0.1846487,4.387084,89.92786,-93.15474,-1.1143262,0.8386093,2.0,-9.445295,22.991734,1.4506122e-05,337.33477330222473,372.94085237014565,438.789646434464,320000,627623,0,341.7155459700152,63.868707380024716,7.327015070186462,412.9112684202264,33097.7253020237,79
5.0437784,0.00018284883,113372.94,11337.294,35889612.0,16729740.0,-93796.516,87761.81,121687.15,420315.28,-3186.2646,94071.58,125912.03,425048.9,-5500.385,64.37482,52.088497,260.37943,-14.574259,0.18310785,5.0822525,138.02655,-79.918175,-1.1250628,0.95749223,2.0,-12.74082,37.928688,3.888664e-08,327.59137326263965,312.1928633918229,325.4800390038048,324000,632965,0,341.8525745939696,64.80589471099665,7.214098886935972,413.87256819190225,33510.46217087266,80
28.023968,8.267101e-09,30542.717,3054.2717,87728780.0,41602016.0,-145831.69,138316.4,152788.42,629659.8,-7834.0225,144333.67,154386.61,634053.5,-6703.8525,86.947525,52.737167,284.31866,-10.32807,-0.005307372,5.8634458,87.18495,-142.14386,-1.3329991,1.08155,2.0,-12.212695,22.310297,0.0043289512,197.04945985258212,438.5618677753371,468.89404017203094,328000,638483,0,340.644789826998,63.67074772401247,7.465013260080013,411.7805508110905,33921.855399169726,81
32.0422,0.033841316,75285.57,7528.557,82366220.0,31395876.0,-160243.55,153544.31,171713.03,663183.44,-6817.7305,160303.75,174401.58,680799.5,-6779.362,76.90801,55.15114,281.93414,-14.646771,0.10783341,5.85584,114.54536,-128.17395,-1.2657282,1.0664394,2.0,-13.603461,23.810907,0.0100037195,196.48702096381322,344.3389652652848,385.2566587960298,332000,643652,0,341.65038657095283,63.283941383007914,6.894474056956824,411.82880201091757,34331.93887483969,82
37.77082,0.037617747,95532.74,9553.274,78962900.0,33257320.0,-124975.63,117998.59,156849.77,548424.5,-5097.453,124512.35,161187.73,552880.1,-7099.8022,67.078674,55.172447,264.59915,-14.079096,0.08429617,5.1483026,156.4655,-81.31535,-1.1736428,0.9878935,2.0,-9.973175,24.871067,0.014998448,154.20793325224855,344.7654748083092,383.0232998163229,336000,648913,0,340.26357689796714,61.53915073303506,6.897193970042281,408.6999216010445,34739.147353458684,83
39.454712,0.07099387,235827.56,23582.756,51366788.0,15795228.0,-65422.64,61346.65,117941.46,533699.06,-6635.242,65167.625,121924.64,527534.1,-8867.465,52.476864,53.424896,277.06766,-12.0394535,0.12994817,4.130303,72.69851,-58.97324,-0.9668626,0.90728235,2.0,-12.0251665,25.70731,0.010707284,168.9010282144931,395.5590804916109,342.19077261885457,340000,654171,0,340.9759335439885,60.04826420795871,7.008762755023781,408.032960506971,35147.05294361466,84
35.894093,0.044413015,145323.2,14532.32,71088560.0,28794274.0,-133219.6,126559.48,194970.62,671816.7,-9063.478,132400.83,199848.3,678011.6,-5558.459,62.104942,59.395615,274.0086,-12.252857,0.12095852,4.9628944,146.82411,-66.84495,-1.1349889,1.0595515,2.0,-10.161989,43.809605,1.1746516e-08,159.5062574143959,259.59065928352203,307.4684463522724,344000,659451,0,340.44695084699197,59.92144891701173,6.9767627060064115,407.3451624700101,35552.7255691507,85
